,library,run,r1_file,reads_raw_r1,reads_primers,reads_filtered,reads_merged,reads_tabled,SampleID,Order,Family,Genus,Species,Sample_type,Location.or.lat,DOI,Location,Source,Richness,Shannon,ISimpson,Depth
SRR12962769,SRR12962769,run1,SRR12962769_1.fastq.gz,130325,130325,119559,4983,4983,SRR12962769,Passeriformes,#N/A,Ptilinopus,magnificus,Regurgitated sample,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,48,23.09331439,16.22153604,4983
SRR12962771,SRR12962771,run1,SRR12962771_1.fastq.gz,101264,101264,88472,4992,4992,SRR12962771,Passeriformes,#N/A,Ptilinopus,pulchellus,Regurgitated sample,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,34,11.38933009,7.294899965,4992
SRR12962774,SRR12962774,run1,SRR12962774_1.fastq.gz,102717,102717,98282,4986,4986,SRR12962774,Passeriformes,#N/A,Symposiarchus,insularis,Regurgitated sample,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,6,1.108151879,1.033199093,4986
SRR12962775,SRR12962775,run1,SRR12962775_1.fastq.gz,72137,72137,62693,4989,4989,SRR12962775,Passeriformes,#N/A,Ptilinopus,pulchellus,Regurgitated sample,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,28,8.021865217,3.890357322,4989
SRR12962778,SRR12962778,run1,SRR12962778_1.fastq.gz,30141,30141,28083,4929,4929,SRR12962778,Passeriformes,Sturnidae,Aplonis,cantoroides,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,50,7.87936462,4.570724386,4929
SRR12962779,SRR12962779,run1,SRR12962779_1.fastq.gz,28339,28339,26690,4980,4980,SRR12962779,Passeriformes,#N/A,Micropsitta,pusio,Regurgitated sample,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,16,1.317878359,1.089307164,4980
SRR12962780,SRR12962780,run1,SRR12962780_1.fastq.gz,39095,39095,36795,4912,4912,SRR12962780,Passeriformes,#N/A,Symposiarchus,insularis,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,86,9.173533202,3.753039655,4912
SRR12962783,SRR12962783,run1,SRR12962783_1.fastq.gz,32565,32565,30454,4992,4992,SRR12962783,Passeriformes,#N/A,Micropsitta,pusio,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,21,2.433927907,1.522396583,4992
SRR12962784,SRR12962784,run1,SRR12962784_1.fastq.gz,65792,65792,61060,4984,4984,SRR12962784,Passeriformes,#N/A,Micropsitta,pusio,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,21,7.702299414,5.5268168,4984
SRR12962785,SRR12962785,run1,SRR12962785_1.fastq.gz,28109,28109,26294,4964,4964,SRR12962785,Passeriformes,#N/A,Ptilinopus,coronulatus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,25,2.30474278,1.489458585,4964
SRR12962788,SRR12962788,run1,SRR12962788_1.fastq.gz,58701,58701,56155,4992,4992,SRR12962788,Passeriformes,Sturnidae,Aplonis,cantoroides,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,17,6.059924937,4.657517124,4992
SRR12962789,SRR12962789,run1,SRR12962789_1.fastq.gz,52515,52515,48863,4948,4948,SRR12962789,Passeriformes,Sturnidae,Aplonis,cantoroides,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,24,1.552552812,1.165016884,4948
SRR12962790,SRR12962790,run1,SRR12962790_1.fastq.gz,17409,17409,16204,4880,4880,SRR12962790,Passeriformes,Meliphagidae,Melilestes,megarhynchus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,168,28.25211197,6.16689757,4880
SRR12962791,SRR12962791,run1,SRR12962791_1.fastq.gz,44931,44931,41866,4962,4962,SRR12962791,Passeriformes,#N/A,Ptilinopus,pulchellus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,65,25.78640279,15.25380672,4962
SRR12962792,SRR12962792,run1,SRR12962792_1.fastq.gz,57000,57000,53876,4964,4964,SRR12962792,Passeriformes,#N/A,Ceyx,solitarius,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,28,4.788170293,3.233846513,4964
SRR12962794,SRR12962794,run1,SRR12962794_1.fastq.gz,62275,62275,58536,4975,4975,SRR12962794,Passeriformes,Oriolidae,Pitohui,kirhocephalus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,11,2.083776609,1.805288143,4975
SRR12962795,SRR12962795,run1,SRR12962795_1.fastq.gz,8084,8084,7698,4975,4975,SRR12962795,Passeriformes,#N/A,Lorius,lory,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,27,3.69351934,2.444143353,4975
SRR12962797,SRR12962797,run1,SRR12962797_1.fastq.gz,5887,5887,5460,4909,4909,SRR12962797,Passeriformes,Meliphagidae,Melilestes,megarhynchus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,82,14.43201224,5.517739654,4909
SRR12962798,SRR12962798,run1,SRR12962798_1.fastq.gz,11952,11952,11354,4964,4964,SRR12962798,Passeriformes,#N/A,Dacelo,gaudichaud,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,46,10.43845069,5.981376178,4964
SRR12962799,SRR12962799,run1,SRR12962799_1.fastq.gz,72598,72598,68257,4955,4955,SRR12962799,Passeriformes,#N/A,Micropsitta,pusio,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,20,1.825362167,1.257149737,4955
SRR12962800,SRR12962800,run1,SRR12962800_1.fastq.gz,35544,35544,33695,4882,4882,SRR12962800,Passeriformes,#N/A,Symposiarchus,guttula,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,71,3.705746785,1.67945042,4882
SRR12962802,SRR12962802,run1,SRR12962802_1.fastq.gz,15776,15776,14896,4980,4980,SRR12962802,Passeriformes,#N/A,Chalcophaps,stephani,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,25,4.521037888,3.384876343,4980
SRR12962803,SRR12962803,run1,SRR12962803_1.fastq.gz,47193,47193,43861,4943,4943,SRR12962803,Passeriformes,#N/A,Cyclopsitta,diophthalma,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,18,3.289345827,2.729906377,4943
SRR12962804,SRR12962804,run1,SRR12962804_1.fastq.gz,37300,37300,35367,4974,4974,SRR12962804,Passeriformes,#N/A,Ptilinopus,magnificus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,30,8.949823701,6.211443406,4974
SRR12962805,SRR12962805,run1,SRR12962805_1.fastq.gz,61714,61714,57464,4973,4973,SRR12962805,Passeriformes,Sturnidae,Aplonis,cantoroides,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,18,5.259211321,3.648796501,4973
SRR12962809,SRR12962809,run1,SRR12962809_1.fastq.gz,35547,35547,33036,4991,4991,SRR12962809,Columbiformes,Columbidae,Ptilinopus,iozonus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,35,14.6751703,10.21786459,4991
SRR12962810,SRR12962810,run1,SRR12962810_1.fastq.gz,39984,39984,37661,4989,4989,SRR12962810,Columbiformes,Columbidae,Ptilinopus,magnificus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,42,14.99434159,9.845919818,4989
SRR12962811,SRR12962811,run1,SRR12962811_1.fastq.gz,37371,37371,35338,4980,4980,SRR12962811,Passeriformes,"	Coraciiformes",Ceyx,solitarius,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,30,3.782066426,2.376400425,4980
SRR12962812,SRR12962812,run1,SRR12962812_1.fastq.gz,32090,32090,30391,4923,4923,SRR12962812,Columbiformes,Columbidae,Ptilinopus,pulchellus,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,77,9.86678077,3.788012739,4923
SRR12962813,SRR12962813,run1,SRR12962813_1.fastq.gz,44337,44337,42009,4923,4923,SRR12962813,Passeriformes,Monarchidae,Symposiarchus,guttula,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,30,2.525904374,1.437638112,4923
SRR12962814,SRR12962814,run1,SRR12962814_1.fastq.gz,43887,43887,39106,4978,4978,SRR12962814,Psittaciformes,Psittaculidae,Micropsitta,pusio,cloaca,Baitebag,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,25,6.049887319,4.064046682,4978
SRR12962815,SRR12962815,run1,SRR12962815_1.fastq.gz,86911,86911,77163,4863,4863,SRR12962815,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,223,122.7335966,45.60653876,4863
SRR12962817,SRR12962817,run1,SRR12962817_1.fastq.gz,45347,45347,40946,4931,4931,SRR12962817,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,25,1.616272567,1.191011403,4931
SRR12962818,SRR12962818,run1,SRR12962818_1.fastq.gz,53621,53621,49335,4967,4967,SRR12962818,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,2,1.010716913,1.002822575,4967
SRR12962819,SRR12962819,run1,SRR12962819_1.fastq.gz,24603,24603,21946,4829,4829,SRR12962819,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,174,71.61611976,24.56050433,4829
SRR12962820,SRR12962820,run1,SRR12962820_1.fastq.gz,39343,39343,36168,4914,4914,SRR12962820,Passeriformes,Rhipiduridae,Rhipidura,atra,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,121,29.60564686,9.018648767,4914
SRR12962821,SRR12962821,run1,SRR12962821_1.fastq.gz,51697,51697,46852,4975,4975,SRR12962821,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,23,2.846975924,1.637278643,4975
SRR12962823,SRR12962823,run1,SRR12962823_1.fastq.gz,45905,45905,42338,4964,4964,SRR12962823,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,26,1.428734957,1.120260556,4964
SRR12962824,SRR12962824,run1,SRR12962824_1.fastq.gz,22795,22795,20500,4766,4766,SRR12962824,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,138,18.08834156,4.119692359,4766
SRR12962825,SRR12962825,run1,SRR12962825_1.fastq.gz,38835,38835,34634,4944,4944,SRR12962825,Passeriformes,Rhagologidae,Rhagologus,leucostigma,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,28,2.718968236,1.773589303,4944
SRR12962826,SRR12962826,run1,SRR12962826_1.fastq.gz,71721,71721,64976,4987,4987,SRR12962826,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,3,1.28914311,1.147898969,4987
SRR12962827,SRR12962827,run1,SRR12962827_1.fastq.gz,41699,41699,37655,4889,4889,SRR12962827,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,136,32.39390969,11.4984493,4889
SRR12962828,SRR12962828,run1,SRR12962828_1.fastq.gz,68426,68426,60086,4955,4955,SRR12962828,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,67,6.311781671,2.35749766,4955
SRR12962829,SRR12962829,run1,SRR12962829_1.fastq.gz,119036,119036,113323,4984,4984,SRR12962829,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,4,1.056398853,1.016220662,4984
SRR12962830,SRR12962830,run1,SRR12962830_1.fastq.gz,59358,59358,54211,4940,4940,SRR12962830,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,54,2.112746693,1.260916166,4940
SRR12962831,SRR12962831,run1,SRR12962831_1.fastq.gz,46789,46789,42546,4972,4972,SRR12962831,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,6,1.038144275,1.009717817,4972
SRR12962832,SRR12962832,run1,SRR12962832_1.fastq.gz,81653,81653,74384,4932,4932,SRR12962832,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,98,13.64292793,4.458949897,4932
SRR12962833,SRR12962833,run1,SRR12962833_1.fastq.gz,28448,28448,25444,4967,4967,SRR12962833,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,107,23.27561549,5.92178287,4967
SRR12962835,SRR12962835,run1,SRR12962835_1.fastq.gz,34192,34192,30595,4724,4724,SRR12962835,Passeriformes,Rhipiduridae,Rhipidura,atra,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,252,113.184638,38.16179131,4724
SRR12962838,SRR12962838,run1,SRR12962838_1.fastq.gz,25647,25647,23064,4768,4768,SRR12962838,Passeriformes,Meliphagidae,Timeliopsis,fulvigula,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,152,54.9200257,24.76251805,4768
SRR12962839,SRR12962839,run1,SRR12962839_1.fastq.gz,48418,48418,44449,4967,4967,SRR12962839,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,3,1.055330612,1.018294313,4967
SRR12962840,SRR12962840,run1,SRR12962840_1.fastq.gz,69205,69205,63761,4985,4985,SRR12962840,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,4,1.016719007,1.00402268,4985
SRR12962841,SRR12962841,run1,SRR12962841_1.fastq.gz,38024,38024,34873,4957,4957,SRR12962841,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,26,1.398376338,1.106444367,4957
SRR12962842,SRR12962842,run1,SRR12962842_1.fastq.gz,41235,41235,38673,4881,4881,SRR12962842,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,179,94.86416491,37.35699333,4881
SRR12962843,SRR12962843,run1,SRR12962843_1.fastq.gz,114784,114784,105309,4944,4944,SRR12962843,Passeriformes,Rhagologidae,Rhagologus,leucostigma,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,102,25.55574442,9.299618552,4944
SRR12962844,SRR12962844,run1,SRR12962844_1.fastq.gz,21274,21274,19438,4970,4970,SRR12962844,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,34,1.6173885,1.156920041,4970
SRR12962845,SRR12962845,run1,SRR12962845_1.fastq.gz,25049,25049,17888,4950,4950,SRR12962845,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,75,12.30340568,3.484666189,4950
SRR12962847,SRR12962847,run1,SRR12962847_1.fastq.gz,49303,49303,44860,4917,4917,SRR12962847,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,30,2.01416515,1.32235913,4917
SRR12962848,SRR12962848,run1,SRR12962848_1.fastq.gz,67056,67056,60747,4976,4976,SRR12962848,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,27,2.0620719,1.395953745,4976
SRR12962849,SRR12962849,run1,SRR12962849_1.fastq.gz,11807,11807,10625,4959,4959,SRR12962849,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,69,5.294880078,2.305959894,4959
SRR12962850,SRR12962850,run1,SRR12962850_1.fastq.gz,53490,53490,48262,4954,4954,SRR12962850,Passeriformes,Rhipiduridae,Rhipidura,atra,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,72,6.784866526,2.691960135,4954
SRR12962851,SRR12962851,run1,SRR12962851_1.fastq.gz,38225,38225,35136,4929,4929,SRR12962851,Passeriformes,Estrildidae,Erythrura,trichroa,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,28,1.516667627,1.139316054,4929
SRR12962852,SRR12962852,run1,SRR12962852_1.fastq.gz,48281,48281,43731,4974,4974,SRR12962852,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,16,1.16114268,1.040992438,4974
SRR12962853,SRR12962853,run1,SRR12962853_1.fastq.gz,69838,69838,64279,4837,4837,SRR12962853,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,191,68.43646211,14.02197038,4837
SRR12962854,SRR12962854,run1,SRR12962854_1.fastq.gz,8464,8464,7608,4938,4938,SRR12962854,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,113,65.08336633,45.51874225,4938
SRR12962855,SRR12962855,run1,SRR12962855_1.fastq.gz,35547,35547,32102,4922,4922,SRR12962855,Passeriformes,Oriolidae,Pitohui,dichrous,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,67,21.26435368,9.653233898,4922
SRR12962856,SRR12962856,run1,SRR12962856_1.fastq.gz,20338,20338,18636,4869,4869,SRR12962856,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,142,84.32455287,50.449892,4869
SRR12962857,SRR12962857,run1,SRR12962857_1.fastq.gz,30635,30635,28264,4938,4938,SRR12962857,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,39,5.760567621,3.370837644,4938
SRR12962858,SRR12962858,run1,SRR12962858_1.fastq.gz,49910,49910,44630,4952,4952,SRR12962858,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,74,8.993243905,4.053687468,4952
SRR12962860,SRR12962860,run1,SRR12962860_1.fastq.gz,33926,33926,32109,4950,4950,SRR12962860,Passeriformes,Petroicidae,Microeca,papuana,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,53,3.551623093,2.04262294,4950
SRR12962861,SRR12962861,run1,SRR12962861_1.fastq.gz,31128,31128,28340,4890,4890,SRR12962861,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,136,23.03235225,5.360695363,4890
SRR12962863,SRR12962863,run1,SRR12962863_1.fastq.gz,67488,67488,61467,4984,4984,SRR12962863,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,3,1.031703681,1.009277046,4984
SRR12962864,SRR12962864,run1,SRR12962864_1.fastq.gz,43532,43532,39960,4943,4943,SRR12962864,Passeriformes,Rhagologidae,Rhagologus,leucostigma,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,15,1.55885995,1.166485081,4943
SRR12962865,SRR12962865,run1,SRR12962865_1.fastq.gz,9786,9786,8975,4949,4949,SRR12962865,Passeriformes,Rhipiduridae,Rhipidura,atra,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,96,18.90432135,4.92977795,4949
SRR12962866,SRR12962866,run1,SRR12962866_1.fastq.gz,46848,46848,42908,4958,4958,SRR12962866,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,119,51.96187808,22.93079278,4958
SRR12962867,SRR12962867,run1,SRR12962867_1.fastq.gz,45976,45976,42488,4943,4943,SRR12962867,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,23,1.543731739,1.165079824,4943
SRR12962868,SRR12962868,run1,SRR12962868_1.fastq.gz,8830,8830,8205,4913,4913,SRR12962868,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,167,96.84950878,58.04574629,4913
SRR12962869,SRR12962869,run1,SRR12962869_1.fastq.gz,30336,30336,26229,4851,4851,SRR12962869,Passeriformes,Rhagologidae,Rhagologus,leucostigma,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,116,67.38046123,40.45703926,4851
SRR12962870,SRR12962870,run1,SRR12962870_1.fastq.gz,68639,68639,62622,4917,4917,SRR12962870,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,171,88.1209436,38.72484523,4917
SRR12962871,SRR12962871,run1,SRR12962871_1.fastq.gz,32978,32978,30505,4949,4949,SRR12962871,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,54,5.199598419,2.272609061,4949
SRR12962872,SRR12962872,run1,SRR12962872_1.fastq.gz,60888,60888,57070,4974,4974,SRR12962872,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,5,1.024566695,1.00605577,4974
SRR12962873,SRR12962873,run1,SRR12962873_1.fastq.gz,68085,68085,62558,4833,4833,SRR12962873,Passeriformes,Acanthizidae,Sericornis,papuensis,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,212,138.8097987,77.65178206,4833
SRR12962874,SRR12962874,run1,SRR12962874_1.fastq.gz,81443,81443,74724,4963,4963,SRR12962874,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,120,47.58310184,16.46449969,4963
SRR12962875,SRR12962875,run1,SRR12962875_1.fastq.gz,8731,8731,7930,4842,4842,SRR12962875,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,176,24.50473871,4.339675001,4842
SRR12962876,SRR12962876,run1,SRR12962876_1.fastq.gz,45819,45819,42092,4886,4886,SRR12962876,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,154,29.71769303,9.247056381,4886
SRR12962877,SRR12962877,run1,SRR12962877_1.fastq.gz,51880,51880,47235,4936,4936,SRR12962877,Passeriformes,Acanthizidae,Sericornis,papuensis,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,134,48.72078428,19.97495843,4936
SRR12962878,SRR12962878,run1,SRR12962878_1.fastq.gz,8470,8470,7829,4991,4991,SRR12962878,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,63,29.14220047,18.11327413,4991
SRR12962879,SRR12962879,run1,SRR12962879_1.fastq.gz,32287,32287,29529,4829,4829,SRR12962879,Passeriformes,Acanthizidae,Crateroscelis,robusta,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,143,26.00240568,8.341775303,4829
